"STATION","NAME","DATE","AWND","FMTM","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WESD","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT10","WT11","WT13","WT14","WT15","WT16","WT17","WT18","WT19","WT22"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-01-01","8.95"," 1330"," 1427","0.00","0.0","1.0",,"40","12","  150","   50",,"16.1","25.9",,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-01-02","5.14"," 1319"," 1319","0.00","0.0","1.0",,"40","16","  290","  290",,"17.9","23.9","    1",,,,,,,"    1",,,,"    1",,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-01-03","4.70"," 0327"," 0326","0.00","0.1","1.0",,"36","16","  210","  210",,"15.0","16.1","    1",,,,,,,,,,,"    1",,,"    1",,"    1",,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-01-04","10.29"," 0820"," 0851","0.00","0.0","1.0",,"36","11","  210","  210",,"16.1","19.9",,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-01-05","8.72"," 1437"," 1437","0.00","0.0","1.0",,"47","19","  280","  280",,"23.0","28.0",,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-01-06","12.30"," 0722"," 0745","0.05","2.3","1.0",,"42","-6","   60","   60",,"29.1","33.1","    1","    1",,,,,,,"    1",,,"    1",,,"    1",,"    1",,"    1"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-01-07","7.83"," 0925"," 1626","0.00","0.0","2.0",,"13","-16","  120","  350",,"15.0","17.9","    1",,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-01-08","9.40"," 2107"," 2107","0.00","0.0","2.0",,"33","-11","  160","  160",,"17.0","17.0",,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-01-09","10.96"," 2215"," 2215","0.00","0.0","1.0",,"40","10","  240","  210",,"21.0","32.0",,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-01-10","10.29"," 0127"," 2250","0.00","0.0","1.0",,"43","21","  210","  220",,"17.0","17.9",,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-01-11","8.72"," 0850"," 0831","0.00","0.0","1.0",,"47","21","  220","  210",,"16.1","23.9",,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-01-12","9.62"," 0839"," 2158","0.00","0.0","0.0",,"56","20","  230","  310",,"17.9","34.9",,,,,,,,"    1",,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-01-13","8.28"," 2000"," 1929","0.00","0.0","0.0",,"56","30","   90","   50",,"16.1","19.9",,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-01-14","5.37"," 1904"," 2017","0.00","0.0","0.0",,"43","25","  160","  160",,"12.1","13.0",,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-01-15","9.40"," 2345"," 2246","0.00","0.0","0.0",,"46","23","  210","  220",,"16.1","21.0",,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-01-16","9.40"," 2327"," 2324","0.00","0.0","0.0",,"58","26","  190","  190",,"13.0","14.1",,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-01-17","7.38"," 2129"," 2355","0.00","0.0","0.0",,"54","29","  160","  210",,"14.1","15.0",,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-01-18","6.04"," 1015"," 0805","0.00","0.0","0.0",,"53","28","  240","  220",,"15.0","17.9",,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-01-19","6.49"," 2347"," 1408","0.00","0.0","0.0",,"43","26","  210","  290",,"13.0","15.0",,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-01-20","6.71"," 0104"," 0058","0.00","0.0","0.0",,"35","23","  200","  210",,"14.1","17.0",,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-01-21","7.61"," 2138"," 2132","0.00","0.0","0.0",,"44","19","  170","  170",,"16.1","17.9",,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-01-22","7.83"," 1427"," 1431","0.00","0.0","0.0",,"56","25","  310","  320",,"23.0","28.0","    1","    1",,,,,,,"    1",,,"    1",,,,,,,"    1"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-01-23","7.38"," 1408"," 1231","0.00","0.0","0.0",,"46","27","  270","  210",,"17.0","30.0",,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-01-24","8.95"," 1528"," 1528","0.00","0.0","0.0",,"40","23","  320","  330",,"25.1","31.1",,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-01-25","10.07"," 2311"," 2310","0.00","0.0","0.0",,"38","16","  140","  140",,"19.9","23.0",,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-01-26","6.93"," 1331"," 1330","0.00","0.0","0.0",,"43","18","   90","  100",,"17.9","21.9",,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-01-27","7.61"," 1335"," 1334","0.02","0.0","0.0",,"40","20","   70","   60",,"15.0","19.9","    1",,,,,,,,,,,"    1",,,"    1",,"    1",,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-01-28","6.93"," 0348"," 0227","0.00","0.2","0.0",,"32","21","  130","  110",,"15.0","17.9","    1",,,,,,,"    1",,,,"    1",,,,,"    1",,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-01-29","3.13"," 2323"," 1537","0.00","0.0","0.0",,"44","17","  210","   10",,"6.9","8.9","    1","    1",,,,,,,"    1",,,"    1",,,,,,,"    1"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-01-30","7.38"," 1423"," 1442","0.00","0.0","0.0",,"50","18","  100","  100",,"14.1","16.1",,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-01-31","7.38"," 1130"," 1130","0.00","0.0","0.0",,"38","20","  330","  330",,"16.1","19.9",,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-02-01","7.61"," 2241"," 2241","0.00","0.0","0.0",,"47","20","  140","  210",,"17.9","34.9","    1",,,,,,,,,,,"    1",,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-02-02","8.05"," 0909"," 0902","0.00","0.0","0.0",,"48","18","  220","  230",,"17.9","21.9",,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-02-03","9.40"," 1433"," 2238","0.00","0.0","0.0",,"48","28","  120","  190",,"17.0","21.0",,,,,,,,,,,,,,,"    1",,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-02-04","8.05"," 1552"," 1516","0.00","0.0","0.0",,"48","26","  310","  310",,"25.1","31.1","    1",,,,,,"    1","    1",,,,"    1",,,"    1",,"    1",,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-02-05","7.83"," 0917"," 1154","0.00","0.0","0.0",,"46","21","  110","  100",,"14.1","19.9",,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-02-06","6.49"," 1612"," 0224","0.00","0.0","0.0",,"47","24","  100","  270",,"14.1","17.0","    1","    1",,,,,"    1","    1","    1",,,"    1",,,,,,,"    1"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-02-07","5.59"," 1625"," 0724","0.08","0.2","0.0",,"31","24","   80","   20",,"14.1","25.1","    1",,,,,,"    1","    1",,,,"    1",,,"    1",,"    1",,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-02-08","7.61"," 0613"," 0609","0.02","1.0","0.0",,"26","10","   50","   50",,"21.0","25.1","    1",,,,,,,,,,,"    1",,,"    1",,"    1",,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-02-09","6.26"," 2029"," 2107","0.00","0.0","1.0",,"31","-1","  310","  320",,"12.1","14.1",,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-02-10","5.82"," 2119"," 2130","0.00","0.0","0.0",,"44","12","  230","  230",,"12.1","13.0",,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-02-11","7.38"," 1411"," 1710","0.00","0.0","0.0",,"43","19","   70","  340",,"16.1","31.1",,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-02-12","8.05"," 1032"," 1220","0.00","0.0","0.0",,"47","21","  240","  270",,"15.0","17.9",,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-02-13","8.72"," 2342"," 1403","0.00","0.0","0.0",,"50","25","   40","  360",,"19.9","28.0",,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-02-14","10.07"," 0210"," 0209","0.02","1.1","1.0",,"27","5","   30","   30",,"25.1","29.1","    1",,,,,,,"    1",,,,"    1",,,"    1",,"    1",,"    1"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-02-15","5.59"," 0330"," 0333","0.00","0.0","0.0",,"35","8","  230","  230",,"14.1","15.0",,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-02-16","5.82"," 2249"," 2249","0.00","0.0","0.0",,"40","14","  200","  200",,"13.0","13.0",,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-02-17","6.26"," 2323"," 0820","0.00","0.0","0.0",,"46","19","  200","  230",,"12.1","15.0",,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-02-18","9.62"," 1803"," 1803","0.06","0.7","0.0",,"43","21","  360","  360",,"25.1","31.1","    1",,,,,,,,,,,"    1",,,"    1",,"    1",,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-02-19","6.26"," 1747"," 2142","0.04","0.9","1.0",,"27","19","  100","  350",,"12.1","23.9","    1",,,,,,,,,,,"    1",,,"    1",,"    1",,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-02-20","6.26"," 2335"," 2353","0.01","0.4","1.0",,"27","21","   30","   20",,"14.1","15.0","    1","    1",,"    1",,,,"    1","    1",,,,"    1",,"    1",,"    1",,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-02-21","6.26"," 0018"," 0018","0.03","1.3","1.0",,"21","12","   30","   20",,"13.0","14.1","    1","    1",,,,,,"    1",,,,"    1",,,"    1",,"    1",,"    1"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-02-22","4.70"," 2356"," 2355","0.02","0.2","2.0",,"24","11","  230","  230",,"13.0","14.1","    1",,,,,,,"    1",,,,"    1",,,"    1",,"    1",,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-02-23","11.41"," 1407"," 0807","0.00","0.0","2.0",,"37","13","  120","  220",,"17.0","21.0",,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-02-24","9.40"," 2130"," 0824","0.00","0.0","1.0",,"50","22","  360","  210",,"17.9","23.9",,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-02-25","6.93"," 1420"," 1414","0.00","0.0","1.0",,"44","29","  360","  360",,"21.9","25.9","    1",,,,,,,,,,,,,,"    1",,"    1",,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-02-26","7.61"," 1135"," 1135","0.00","0.0","0.0",,"46","25","  330","  280",,"14.1","21.9","    1",,,,,,,,,,,"    1",,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-02-27","10.29"," 1325"," 1323","0.00","0.0","0.0",,"52","25","  130","  130",,"21.0","25.1",,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-02-28","8.72"," 0641"," 0641","0.02","0.0","0.0",,"36","28","  300","  300",,"17.9","21.0","    1",,,,,,,"    1",,,,"    1",,,"    1",,"    1",,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-03-01","4.47"," 1409"," 1733","0.00","0.1","0.0",,"43","27","   30","  340",,"14.1","21.0","    1",,,,,,,,,,,"    1",,,"    1",,"    1",,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-03-02","8.72"," 0913"," 0621","0.00","0.0","0.0",,"56","29","  210","  210",,"15.0","19.9",,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-03-03","7.38"," 0221"," 0220","0.00","0.0","0.0",,"58","29","  180","  180",,"14.1","16.1",,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-03-04","8.50"," 2132"," 2131","0.00","0.0","0.0",,"57","30","  190","  190",,"17.0","21.0",,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-03-05","7.61"," 0613"," 0610","0.00","0.0","0.0",,"48","30","  280","  280",,"17.9","23.0","    1","    1",,,,,"    1","    1","    1",,,"    1",,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-03-06","8.50"," 1558"," 1557","0.00","0.0","0.0",,"55","25","   70","   70",,"21.9","25.1","    1",,,,,,,,,,,"    1",,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-03-07","6.49"," 1328"," 1321","0.00","0.0","0.0",,"54","26","   30","  340",,"14.1","23.9","    1","    1",,,,,"    1","    1","    1",,,,,,,,,,"    1"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-03-08","10.74"," 1552"," 1552","0.02","0.0","0.0",,"45","34","   30","   30",,"30.0","38.0","    1",,,,"    1",,"    1","    1",,,,"    1",,,"    1",,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-03-09","14.99"," 1217"," 1338","0.00","0.0","0.0",,"55","33","  360","   20",,"32.0","40.0",,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-03-10","9.62"," 1844"," 1841","0.00","0.0","0.0",,"45","25","   30","   30",,"21.0","25.1","    1",,,,,,,,,,,"    1",,,"    1",,"    1",,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-03-11","14.54"," 1134"," 1133","0.00","0.0","0.0",,"48","22","  350","   10",,"38.0","47.0","    1",,,,,,,,,,,"    1",,,"    1",,"    1",,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-03-12","9.40"," 1418"," 1354","0.00","0.0","0.0",,"56","25","   40","   10",,"25.1","31.1",,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-03-13","9.17"," 1647"," 1640","0.00","0.0","0.0",,"61","24","  120","  120",,"21.9","28.0",,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-03-14","9.84"," 1447"," 1453","0.04","0.2","0.0",,"44","27","   20","   10",,"23.0","28.0","    1","    1",,,"    1",,,"    1","    1",,,,,,"    1",,"    1",,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-03-15","3.36"," 1617"," 1606","0.00","0.0","0.0",,"51","29","   10","   10",,"10.1","14.1","    1",,,,,,,"    1",,,,"    1",,,,,"    1",,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-03-16","8.95"," 1334"," 1354","0.00","0.0","0.0",,"63","29","   20","   30",,"17.9","23.9",,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-03-17","10.51"," 0358"," 0353","0.00","0.0","0.0",,"69","36","  210","  240",,"16.1","28.0",,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-03-18","12.30"," 1656"," 1720","0.00","0.0","0.0",,"65","34","   10","   20",,"28.0","33.1",,,,,,,,"    1",,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-03-19","13.65"," 1620"," 1619","0.11","1.7","0.0",,"34","22","   10","   10",,"25.9","33.1","    1","    1",,,,,,,,,,,,,"    1","    1","    1",,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-03-20","5.59"," 2349"," 2349","0.00","0.0","1.0",,"37","13","  200","  200",,"15.0","17.0",,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-03-21","9.62"," 0245"," 2047","0.00","0.0","0.0",,"60","26","  210","  320",,"17.0","25.1",,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-03-22","8.50"," 2145"," 1953","0.00","0.0","0.0",,"66","37","   60","   30",,"19.9","29.1",,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-03-23","14.76"," 1821"," 1820","0.61","8.0","0.0",,"51","28","   10","   10",,"34.9","40.0","    1","    1","    1",,,,,"    1","    1",,,,,,"    1",,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-03-24","8.95"," 0129"," 0128","0.01","2.8","8.0",,"35","25","   10","  360",,"21.9","25.1","    1",,,,,,,,,,,"    1",,,"    1",,"    1",,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-03-25","8.50"," 0808"," 1652","0.00","0.0","6.0",,"42","15","  210","  170",,"17.0","19.9",,,,,,,"    1","    1",,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-03-26","8.50"," 2316"," 2314","0.01","0.0","3.0",,"44","28","  350","  350",,"21.9","28.0","    1",,,,"    1",,"    1","    1",,,,,,,"    1",,"    1",,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-03-27","21.25"," 1452"," 1443","0.00","0.0","0.0",,"47","30","  350","  360",,"34.9","42.9","    1",,,,,,,,,,,"    1",,,"    1",,"    1",,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-03-28","11.18"," 0728"," 0728","0.00","0.0","0.0",,"60","31","  220","  210",,"19.9","23.0",,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-03-29","8.28"," 2325"," 2038","0.00","0.0","0.0",,"69","39","  200","   60",,"17.0","25.1",,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-03-30","14.32"," 1745"," 1744","0.00","0.0","0.0",,"82","39","  260","  260",,"28.0","34.9",,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-03-31","11.86"," 0519"," 0503","0.00","0.0","0.0",,"59","35","   70","   40",,"25.1","31.1",,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-04-01","11.41"," 1534"," 1511","0.00","0.0","0.0",,"64","32","   20","   20",,"31.1","36.0",,,"    1",,,,,,,,,,,,"    1",,"    1",,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-04-02","11.18"," 1221"," 1302","0.00","0.0","0.0",,"46","26","  340","   10",,"25.1","31.1",,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-04-03","13.65"," 1304"," 1333","0.00","0.0","0.0",,"59","27","  280","  270",,"34.9","46.1",,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-04-04","11.41"," 0622"," 0633","0.00","0.0","0.0",,"61","29","  140","  140",,"25.9","31.1",,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-04-05","10.74"," 1527"," 1416","0.00","0.0","0.0",,"71","30","  220","  210",,"31.1","40.9",,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-04-06","15.66"," 1251"," 1345","0.06","0.0","0.0",,"49","31","  280","  270",,"36.0","44.1","    1",,,,"    1",,,,,,,"    1",,,"    1",,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-04-07","11.18"," 0037"," 0034","0.06","0.5","1.0",,"49","30","  360","  360",,"28.0","32.0","    1",,,,,,,,,,,"    1",,,"    1",,"    1",,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-04-08","9.62"," 1112"," 1304","0.00","0.0","0.0",,"65","28","  150","  150",,"16.1","21.0",,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-04-09","11.41"," 1556"," 1555","0.00","0.0","0.0",,"69","32","  140","  130",,"28.0","34.9",,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-04-10","8.95"," 0114"," 0114","0.00","0.0","0.0",,"57","29","  340","  340",,"21.9","25.1",,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-04-11","8.05"," 2038"," 2042","0.00","0.0","0.0",,"75","32","  190","  190",,"21.0","25.9",,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-04-12","17.00"," 2254"," 2253","0.00","0.0","0.0",,"77","42","  170","  170",,"40.0","53.0",,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-04-13","21.92"," 1501"," 1451","0.00","0.0","0.0",,"69","39","  270","  270",,"44.1","53.0",,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-04-14","13.42"," 1445"," 1113","0.00","0.0","0.0",,"69","32","  150","  140",,"28.0","36.0",,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-04-15","10.07"," 1439"," 1404","0.00","0.0","0.0",,"66","41","   70","   70",,"17.9","25.9",,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-04-16","11.63"," 1707"," 1615","0.00","0.0","0.0",,"58","33","  150","  140",,"23.0","29.1",,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-04-17","11.41"," 0812"," 0811","0.06","0.0","0.0",,"56","36","  210","  210",,"21.9","25.9","    1",,,,"    1",,,"    1",,,,"    1",,,"    1",,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-04-18","7.38"," 2314"," 2314","0.00","0.0","0.0",,"67","36","  190","  200",,"19.9","21.9","    1","    1",,,,,,"    1",,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-04-19","10.29"," 1911"," 1933","0.00","0.0","0.0",,"71","42","  160","  170",,"23.9","29.1",,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-04-20","6.93"," 0646"," 2306","0.00","0.0","0.0",,"59","39","  350","  320",,"14.1","21.0","    1","    1",,,,,"    1","    1","    1",,,"    1",,,"    1",,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-04-21","10.74"," 1900"," 1859","0.30","0.0","0.0",,"66","40","  130","  130",,"29.1","36.0","    1","    1","    1",,"    1",,"    1","    1","    1",,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-04-22","9.62"," 1352"," 1359","0.87","0.0","0.0",,"61","42","  250","  280",,"31.1","38.9","    1","    1","    1",,"    1",,,,"    1",,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-04-23","22.82"," 2200"," 2200","1.09","0.0","0.0",,"47","35","  350","  340",,"40.9","53.9","    1",,,,"    1",,,,,,,"    1",,,"    1",,"    1","    1",
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-04-24","19.69"," 0847"," 0852","0.05","0.0","0.0",,"55","36","  340","  340",,"38.9","49.0","    1",,,,"    1",,,,,,,"    1",,,"    1",,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-04-25","11.86"," 1819"," 1819","0.02","0.0","0.0",,"63","33","   10","   20",,"28.0","33.1","    1",,,,"    1",,,"    1",,,,"    1",,,"    1",,"    1",,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-04-26","7.83"," 1729"," 1729","0.00","0.0","0.0",,"53","32","   20","   20",,"19.9","21.9","    1",,,,,,,,,,,,,,"    1",,"    1",,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-04-27","10.07"," 2102"," 2039","0.00","0.0","0.0",,"69","29","  180","  170",,"28.0","33.1",,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-04-28","17.90"," 1016"," 0956","0.00","0.0","0.0",,"79","40","  230","  240",,"38.0","48.1",,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-04-29","9.62"," 1534"," 1533","0.00","0.0","0.0",,"48","34","  290","  280",,"23.0","30.0","    1",,,,"    1",,,,,,,"    1",,,"    1",,"    1",,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-04-30","10.29"," 1337"," 1337","0.00","0.0","0.0",,"52","29","   20","   20",,"28.0","32.0",,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-05-01","7.61"," 1726"," 1725","0.00","0.0","0.0",,"56","28","  160","  160",,"21.0","23.9",,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-05-02","9.40"," 1407"," 1407","0.00","0.0","0.0",,"55","31","  330","  320",,"28.0","33.1",,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-05-03","13.42"," 1541"," 1543","0.00","0.0","0.0",,"66","35","  300","  290",,"29.1","33.1",,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-05-04","18.57"," 1201"," 0854","0.00","0.0","0.0",,"75","40","  280","  250",,"36.0","46.1",,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-05-05","19.46"," 0924"," 0652","0.00","0.0","0.0",,"65","37","  110","  130",,"31.1","38.0",,,,,,,,,,,,,,,,,,,
